Order Date,Order ID,Customer ID,Customer Segment,Product,Category,Region,State,Sales,Quantity,Discount,Cost,Profit,Payment Method,Shipping Mode
2025-11-27,ORD-00738,CUST-10071,Corporate,Desk Organizer,Office Supplies,East,West Bengal,317.9,1,0.0,241.3,76.6,Credit Card,Standard
2025-05-28,ORD-00739,CUST-10057,Consumer,Smartphone X,Electronics,East,West Bengal,2935.82,3,0.1,2400.77,535.04,Credit Card,Express
2025-12-23,ORD-00740,CUST-10138,Consumer,Smartphone X,Electronics,East,Jharkhand,2544.79,4,0.15,1729.36,815.43,Cash,Express
2025-02-11,ORD-00741,CUST-10293,Consumer,Monitor 27,Electronics,West,Rajasthan,1632.37,1,0.0,1239.9,392.47,Debit Card,Express
2025-08-26,ORD-00742,CUST-10338,Small Business,Office Chair,Furniture,West,Goa,6483.73,7,0.0,4464.94,2018.8,Debit Card,Standard
2025-02-17,ORD-00743,CUST-10246,Consumer,Standing Desk,Furniture,South,Telangana,3453.96,4,0.1,2066.11,1387.86,Debit Card,Standard
2025-12-13,ORD-00744,CUST-10242,Corporate,Smartphone X,Electronics,West,Gujarat,1234.43,1,0.05,719.1,515.33,Debit Card,Express
2025-08-10,ORD-00745,CUST-10082,Consumer,Keyboard,Accessories,East,Bihar,2885.5,7,0.1,1755.71,1129.79,Bank Transfer,Standard
2025-01-28,ORD-00746,CUST-10208,Corporate,USB Hub,Accessories,East,Bihar,1778.19,6,0.2,1083.85,694.34,Debit Card,Express
2025-03-20,ORD-00747,CUST-10065,Consumer,Laptop Pro,Electronics,East,Jharkhand,1395.15,1,0.15,1064.87,330.28,Credit Card,Standard
2025-05-12,ORD-00748,CUST-10189,Corporate,Keyboard,Accessories,East,Odisha,819.2,2,0.15,604.37,214.83,Debit Card,Standard
2025-01-05,ORD-00749,CUST-10068,Consumer,Laptop Pro,Electronics,South,Telangana,3684.82,3,0.1,2640.68,1044.13,Bank Transfer,Standard
2025-01-04,ORD-00750,CUST-10027,Consumer,USB Hub,Accessories,South,Telangana,1447.76,4,0.15,1140.22,307.54,Cash,Express
2025-12-04,ORD-00751,CUST-10339,Consumer,Webcam,Accessories,West,Rajasthan,2218.33,6,0.0,1297.83,920.5,Debit Card,Standard
2025-12-25,ORD-00752,CUST-10313,Consumer,Monitor 27,Electronics,East,West Bengal,2420.1,3,0.0,1600.4,819.7,Bank Transfer,Express
2025-07-15,ORD-00753,CUST-10240,Corporate,Ink Cartridge,Office Supplies,West,Goa,1172.03,5,0.1,953.12,218.91,Debit Card,Standard
2025-11-26,ORD-00754,CUST-10219,Small Business,Webcam,Accessories,East,Jharkhand,332.17,1,0.0,283.34,48.83,Bank Transfer,Standard
2025-08-28,ORD-00755,CUST-10084,Corporate,Webcam,Accessories,North,Punjab,2105.71,5,0.15,1498.22,607.5,Credit Card,Express
2025-01-11,ORD-00756,CUST-10201,Small Business,Webcam,Accessories,West,Rajasthan,3580.58,7,0.1,2164.26,1416.31,Debit Card,Standard
2025-09-18,ORD-00757,CUST-10262,Corporate,Printer Paper,Office Supplies,East,West Bengal,799.41,4,0.2,655.22,144.2,UPI,Standard
2025-01-07,ORD-00758,CUST-10189,Consumer,Monitor 27,Electronics,South,Karnataka,4004.26,4,0.05,3385.8,618.45,Credit Card,Same Day
2025-10-26,ORD-00759,CUST-10099,Consumer,Webcam,Accessories,West,Rajasthan,1345.25,3,0.1,947.19,398.06,Bank Transfer,Express
2025-05-14,ORD-00760,CUST-10138,Consumer,Printer Paper,Office Supplies,East,West Bengal,1357.25,7,0.1,886.29,470.96,UPI,Standard
2025-02-21,ORD-00761,CUST-10295,Consumer,Notebook Pack,Office Supplies,North,Punjab,370.68,1,0.05,219.89,150.8,Credit Card,Express
2025-04-05,ORD-00762,CUST-10090,Small Business,Office Chair,Furniture,West,Maharashtra,2159.77,3,0.1,1635.65,524.12,Bank Transfer,Standard
2025-09-07,ORD-00763,CUST-10337,Corporate,Desk Organizer,Office Supplies,West,Goa,184.2,1,0.1,157.12,27.08,Cash,Standard
2025-11-06,ORD-00764,CUST-10265,Corporate,Laptop Pro,Electronics,West,Gujarat,5085.97,7,0.2,3984.18,1101.79,Debit Card,Standard
2025-07-28,ORD-00765,CUST-10312,Corporate,Printer Paper,Office Supplies,South,Tamil Nadu,1407.37,4,0.1,950.22,457.15,Debit Card,Standard
2025-02-28,ORD-00766,CUST-10179,Consumer,Tablet Air,Electronics,West,Rajasthan,6823.95,7,0.0,5274.0,1549.95,Debit Card,Standard
2025-11-25,ORD-00767,CUST-10079,Corporate,Printer Paper,Office Supplies,West,Maharashtra,1486.57,5,0.1,1233.29,253.28,Bank Transfer,Standard
2025-10-16,ORD-00768,CUST-10012,Consumer,Mouse,Accessories,West,Goa,1171.7,4,0.1,846.84,324.85,Debit Card,Express
2025-05-30,ORD-00769,CUST-10188,Consumer,Standing Desk,Furniture,West,Rajasthan,2737.96,4,0.0,2261.35,476.61,UPI,Standard
2025-07-22,ORD-00770,CUST-10140,Consumer,Office Chair,Furniture,North,Haryana,2185.73,2,0.05,1524.7,661.02,Debit Card,Standard
2025-12-18,ORD-00771,CUST-10040,Consumer,Smartphone X,Electronics,West,Rajasthan,3358.02,4,0.05,2298.74,1059.28,Credit Card,Express
2025-05-18,ORD-00772,CUST-10326,Corporate,Webcam,Accessories,North,Uttar Pradesh,1396.5,5,0.0,1054.21,342.29,Bank Transfer,Same Day
2025-01-10,ORD-00773,CUST-10340,Consumer,Printer Paper,Office Supplies,North,Haryana,1853.94,7,0.1,1333.74,520.2,UPI,Standard
2025-02-23,ORD-00774,CUST-10131,Consumer,Bookshelf,Furniture,South,Kerala,4556.62,4,0.0,3978.54,578.08,Bank Transfer,Same Day
2025-08-08,ORD-00775,CUST-10234,Small Business,Tablet Air,Electronics,West,Goa,6598.69,7,0.1,4849.49,1749.2,UPI,Express
2025-12-31,ORD-00776,CUST-10145,Small Business,Tablet Air,Electronics,South,Kerala,6057.87,7,0.0,4213.56,1844.31,Cash,Standard
2025-09-28,ORD-00777,CUST-10174,Corporate,Bookshelf,Furniture,North,Haryana,4393.5,4,0.1,3068.77,1324.73,Bank Transfer,Standard
2025-08-14,ORD-00778,CUST-10219,Corporate,USB Hub,Accessories,West,Maharashtra,2001.54,4,0.0,1489.91,511.63,UPI,Standard
2025-04-28,ORD-00779,CUST-10146,Corporate,Notebook Pack,Office Supplies,North,Haryana,316.67,1,0.15,217.39,99.28,Cash,Express
2025-06-10,ORD-00780,CUST-10281,Consumer,Monitor 27,Electronics,South,Tamil Nadu,2878.93,2,0.0,2294.14,584.79,Debit Card,Standard
2025-01-15,ORD-00781,CUST-10067,Consumer,Webcam,Accessories,West,Maharashtra,3197.94,7,0.1,2220.01,977.93,Bank Transfer,Standard
2025-05-16,ORD-00782,CUST-10234,Consumer,Conference Table,Furniture,South,Tamil Nadu,773.3,1,0.05,537.63,235.67,UPI,Express
2025-08-16,ORD-00783,CUST-10345,Consumer,Webcam,Accessories,East,Odisha,1088.64,3,0.05,832.91,255.73,UPI,Standard
2025-11-27,ORD-00784,CUST-10298,Small Business,Laptop Pro,Electronics,North,Punjab,6331.96,5,0.1,3788.12,2543.84,Cash,Standard
2025-12-03,ORD-00785,CUST-10017,Corporate,Notebook Pack,Office Supplies,South,Telangana,582.32,2,0.15,452.24,130.09,Debit Card,Express
2025-10-27,ORD-00786,CUST-10040,Small Business,Webcam,Accessories,East,Odisha,3524.77,7,0.15,2578.34,946.43,Bank Transfer,Same Day
2025-01-08,ORD-00787,CUST-10221,Corporate,Laptop Pro,Electronics,South,Tamil Nadu,6035.67,5,0.05,4320.98,1714.69,Cash,Express
2025-10-24,ORD-00788,CUST-10324,Corporate,Desk Organizer,Office Supplies,East,West Bengal,248.0,1,0.0,197.35,50.65,Debit Card,Standard
2025-03-21,ORD-00789,CUST-10296,Corporate,USB Hub,Accessories,South,Tamil Nadu,787.47,2,0.1,635.86,151.61,Credit Card,Standard
2025-08-13,ORD-00790,CUST-10317,Corporate,Smartphone X,Electronics,North,Punjab,7085.43,6,0.1,5908.39,1177.04,Cash,Standard
2025-12-12,ORD-00791,CUST-10053,Corporate,Laptop Pro,Electronics,West,Rajasthan,7980.64,7,0.0,5526.12,2454.52,UPI,Standard
2025-11-21,ORD-00792,CUST-10182,Consumer,Ink Cartridge,Office Supplies,East,Odisha,2137.32,7,0.15,1449.34,687.98,Debit Card,Standard
2025-08-31,ORD-00793,CUST-10255,Corporate,Bookshelf,Furniture,East,West Bengal,5130.2,6,0.1,4074.93,1055.27,Cash,Same Day
2025-04-20,ORD-00794,CUST-10219,Consumer,Tablet Air,Electronics,West,Maharashtra,680.56,1,0.1,513.51,167.05,Credit Card,Express
2025-07-10,ORD-00795,CUST-10272,Corporate,Conference Table,Furniture,West,Goa,5357.95,6,0.05,4123.16,1234.79,Credit Card,Standard
2025-09-14,ORD-00796,CUST-10075,Consumer,Notebook Pack,Office Supplies,East,West Bengal,307.73,1,0.05,229.77,77.96,Debit Card,Standard
2025-07-07,ORD-00797,CUST-10160,Corporate,Tablet Air,Electronics,West,Gujarat,1589.54,1,0.0,1290.4,299.14,UPI,Standard
2025-05-28,ORD-00798,CUST-10157,Consumer,Bookshelf,Furniture,West,Maharashtra,3543.78,5,0.15,2257.43,1286.35,UPI,Standard
2025-05-28,ORD-00799,CUST-10329,Consumer,USB Hub,Accessories,North,Punjab,1864.08,4,0.0,1391.94,472.15,Credit Card,Express
2025-08-07,ORD-00800,CUST-10071,Corporate,Conference Table,Furniture,North,Punjab,3720.87,5,0.15,2334.59,1386.28,Cash,Standard
2025-01-14,ORD-00801,CUST-10115,Consumer,Mouse,Accessories,North,Delhi,2303.35,6,0.15,1617.35,685.99,Credit Card,Express
2025-12-31,ORD-00802,CUST-10008,Small Business,Conference Table,Furniture,East,Jharkhand,538.44,1,0.1,419.55,118.89,Bank Transfer,Standard
2025-02-07,ORD-00803,CUST-10054,Consumer,Keyboard,Accessories,South,Karnataka,2297.95,4,0.0,1672.73,625.22,Debit Card,Standard
2025-12-26,ORD-00804,CUST-10344,Consumer,Notebook Pack,Office Supplies,North,Haryana,2199.81,6,0.05,1526.4,673.41,Bank Transfer,Same Day
2025-01-13,ORD-00805,CUST-10297,Consumer,Tablet Air,Electronics,West,Goa,4756.52,4,0.05,4021.59,734.92,Credit Card,Standard
2025-07-07,ORD-00806,CUST-10091,Small Business,Keyboard,Accessories,West,Gujarat,1656.01,4,0.1,1344.43,311.58,Cash,Standard
2025-06-02,ORD-00807,CUST-10246,Corporate,Standing Desk,Furniture,North,Punjab,2011.57,4,0.15,1484.31,527.26,Credit Card,Express
2025-07-29,ORD-00808,CUST-10208,Consumer,Tablet Air,Electronics,West,Gujarat,8629.14,7,0.05,7464.34,1164.8,Bank Transfer,Standard
2025-06-08,ORD-00809,CUST-10318,Consumer,Tablet Air,Electronics,East,Jharkhand,970.97,1,0.15,686.78,284.19,Cash,Standard
2025-11-24,ORD-00810,CUST-10106,Corporate,Printer Paper,Office Supplies,South,Tamil Nadu,2385.78,7,0.0,1947.8,437.98,Debit Card,Standard
2025-01-07,ORD-00811,CUST-10349,Small Business,Monitor 27,Electronics,West,Maharashtra,4507.87,6,0.05,2841.68,1666.2,Bank Transfer,Standard
2025-12-26,ORD-00812,CUST-10130,Consumer,Laptop Pro,Electronics,West,Gujarat,8409.1,6,0.0,5598.26,2810.84,UPI,Standard
2025-09-09,ORD-00813,CUST-10251,Consumer,Tablet Air,Electronics,South,Tamil Nadu,2730.89,3,0.1,1860.9,869.99,Debit Card,Standard
2025-10-12,ORD-00814,CUST-10140,Consumer,Standing Desk,Furniture,North,Punjab,3982.64,4,0.0,2436.36,1546.27,Credit Card,Express
2025-02-21,ORD-00815,CUST-10236,Consumer,Bookshelf,Furniture,West,Gujarat,2790.0,3,0.05,2038.21,751.79,Cash,Express
2025-01-24,ORD-00816,CUST-10118,Corporate,Bookshelf,Furniture,South,Kerala,1201.48,2,0.15,766.16,435.32,Cash,Standard
2025-05-25,ORD-00817,CUST-10296,Small Business,Smartphone X,Electronics,South,Tamil Nadu,7262.11,7,0.1,5593.68,1668.43,Bank Transfer,Standard
2025-04-28,ORD-00818,CUST-10224,Small Business,Laptop Pro,Electronics,East,West Bengal,6065.13,4,0.0,3863.66,2201.47,Cash,Standard
2025-10-13,ORD-00819,CUST-10102,Corporate,Desk Organizer,Office Supplies,North,Haryana,1905.92,6,0.0,1176.05,729.87,Cash,Standard
2025-11-24,ORD-00820,CUST-10337,Consumer,Office Chair,Furniture,West,Maharashtra,539.32,1,0.1,469.6,69.72,Bank Transfer,Standard
2025-06-06,ORD-00821,CUST-10249,Small Business,Printer Paper,Office Supplies,West,Maharashtra,1602.91,6,0.05,1246.21,356.69,Debit Card,Express
2025-10-08,ORD-00822,CUST-10151,Consumer,Laptop Pro,Electronics,North,Haryana,5171.65,5,0.0,4452.45,719.19,Credit Card,Standard
2025-01-22,ORD-00823,CUST-10048,Consumer,Laptop Pro,Electronics,West,Gujarat,8428.23,7,0.1,6127.04,2301.19,Cash,Standard
2025-09-28,ORD-00824,CUST-10341,Corporate,Smartphone X,Electronics,North,Haryana,1247.25,1,0.05,735.91,511.35,UPI,Express
2025-02-06,ORD-00825,CUST-10265,Consumer,Office Chair,Furniture,South,Karnataka,2014.45,4,0.1,1515.5,498.96,UPI,Express
2025-09-01,ORD-00826,CUST-10234,Small Business,Bookshelf,Furniture,West,Gujarat,3669.79,4,0.05,2743.16,926.63,Cash,Standard
2025-05-20,ORD-00827,CUST-10292,Small Business,Mouse,Accessories,North,Delhi,2079.64,4,0.0,1215.53,864.1,UPI,Standard
2025-06-01,ORD-00828,CUST-10213,Corporate,Office Chair,Furniture,West,Gujarat,1075.24,1,0.0,901.45,173.79,UPI,Same Day
2025-04-11,ORD-00829,CUST-10082,Corporate,Standing Desk,Furniture,South,Tamil Nadu,2251.89,4,0.05,1724.93,526.96,Debit Card,Standard
2025-05-28,ORD-00830,CUST-10083,Consumer,Printer Paper,Office Supplies,West,Rajasthan,750.06,3,0.0,602.6,147.46,Debit Card,Express
2025-11-16,ORD-00831,CUST-10028,Consumer,Monitor 27,Electronics,North,Uttar Pradesh,5391.59,5,0.05,3926.03,1465.56,UPI,Express
2025-10-23,ORD-00832,CUST-10023,Corporate,Bookshelf,Furniture,North,Delhi,1147.07,2,0.15,878.1,268.96,Credit Card,Standard
2025-05-05,ORD-00833,CUST-10256,Corporate,Bookshelf,Furniture,East,Bihar,2851.24,4,0.15,1873.95,977.29,Credit Card,Standard
2025-04-18,ORD-00834,CUST-10299,Small Business,Standing Desk,Furniture,North,Haryana,2854.12,5,0.05,2489.16,364.96,Credit Card,Standard
2025-07-05,ORD-00835,CUST-10058,Consumer,Smartphone X,Electronics,North,Haryana,766.49,1,0.1,536.71,229.78,UPI,Standard
2025-09-07,ORD-00836,CUST-10201,Consumer,Ink Cartridge,Office Supplies,North,Uttar Pradesh,1791.65,6,0.1,1126.41,665.24,Bank Transfer,Standard
2025-03-08,ORD-00837,CUST-10044,Consumer,Mouse,Accessories,North,Punjab,1842.24,6,0.15,1099.4,742.84,Debit Card,Express
2025-09-23,ORD-00838,CUST-10146,Corporate,Monitor 27,Electronics,South,Tamil Nadu,1331.89,1,0.05,1026.69,305.2,Cash,Express
2025-12-13,ORD-00839,CUST-10277,Corporate,Printer Paper,Office Supplies,East,Jharkhand,183.14,1,0.05,160.25,22.89,UPI,Same Day
2025-11-05,ORD-00840,CUST-10285,Small Business,Desk Organizer,Office Supplies,East,Jharkhand,1755.86,6,0.05,1490.27,265.59,Bank Transfer,Same Day
2025-07-20,ORD-00841,CUST-10333,Consumer,Smartphone X,Electronics,West,Goa,2215.27,2,0.0,1751.46,463.81,Cash,Express
2025-04-27,ORD-00842,CUST-10109,Corporate,Notebook Pack,Office Supplies,South,Karnataka,2397.47,7,0.05,2103.01,294.46,Debit Card,Standard
2025-04-29,ORD-00843,CUST-10333,Consumer,Ink Cartridge,Office Supplies,East,Bihar,1215.86,4,0.15,968.85,247.0,Bank Transfer,Standard
2025-09-28,ORD-00844,CUST-10275,Consumer,Webcam,Accessories,East,Odisha,1017.93,3,0.15,694.0,323.93,Debit Card,Standard
2025-06-16,ORD-00845,CUST-10119,Consumer,Webcam,Accessories,West,Rajasthan,964.46,2,0.0,733.34,231.12,Debit Card,Standard
2025-02-08,ORD-00846,CUST-10115,Corporate,Laptop Pro,Electronics,South,Tamil Nadu,4545.01,5,0.05,2744.87,1800.14,Cash,Standard
2025-09-05,ORD-00847,CUST-10038,Corporate,Conference Table,Furniture,East,West Bengal,899.82,1,0.05,581.74,318.08,Debit Card,Standard
2025-02-20,ORD-00848,CUST-10323,Consumer,Conference Table,Furniture,North,Uttar Pradesh,1640.95,3,0.1,1157.3,483.65,Debit Card,Standard
2025-12-27,ORD-00849,CUST-10072,Corporate,Smartphone X,Electronics,West,Goa,3097.81,3,0.1,1984.29,1113.52,Cash,Standard
2025-06-02,ORD-00850,CUST-10094,Small Business,Conference Table,Furniture,South,Karnataka,1353.51,2,0.0,1172.21,181.3,Debit Card,Express
2025-05-05,ORD-00851,CUST-10145,Consumer,USB Hub,Accessories,West,Gujarat,1453.03,3,0.15,1276.75,176.28,UPI,Standard
2025-01-21,ORD-00852,CUST-10049,Consumer,Tablet Air,Electronics,West,Gujarat,3701.79,4,0.2,2558.97,1142.81,Bank Transfer,Standard
2025-03-03,ORD-00853,CUST-10283,Corporate,Office Chair,Furniture,South,Karnataka,4294.02,5,0.1,3404.16,889.85,Bank Transfer,Standard
2025-12-12,ORD-00854,CUST-10245,Corporate,Mouse,Accessories,South,Kerala,354.68,1,0.1,249.1,105.58,Credit Card,Standard
2025-07-16,ORD-00855,CUST-10055,Small Business,Office Chair,Furniture,West,Gujarat,4717.72,7,0.1,2933.73,1783.99,Bank Transfer,Standard
2025-11-26,ORD-00856,CUST-10057,Consumer,Office Chair,Furniture,East,West Bengal,4591.73,7,0.05,3127.33,1464.4,UPI,Standard
2025-12-15,ORD-00857,CUST-10008,Corporate,USB Hub,Accessories,North,Uttar Pradesh,2896.94,5,0.0,1883.05,1013.9,Credit Card,Standard
2025-01-18,ORD-00858,CUST-10333,Small Business,Conference Table,Furniture,South,Kerala,6905.66,7,0.1,4684.96,2220.7,Cash,Express
2025-05-19,ORD-00859,CUST-10153,Consumer,Tablet Air,Electronics,East,West Bengal,2610.3,3,0.0,1682.36,927.94,Bank Transfer,Standard
2025-11-02,ORD-00860,CUST-10230,Consumer,Tablet Air,Electronics,East,Jharkhand,7315.88,6,0.15,4489.78,2826.1,Bank Transfer,Same Day
2025-06-30,ORD-00861,CUST-10053,Small Business,Keyboard,Accessories,North,Haryana,2357.67,6,0.05,1521.24,836.43,Bank Transfer,Express
2025-07-05,ORD-00862,CUST-10081,Consumer,Laptop Pro,Electronics,North,Haryana,2894.33,4,0.05,2465.18,429.15,UPI,Standard
2025-07-28,ORD-00863,CUST-10190,Corporate,Conference Table,Furniture,South,Tamil Nadu,1732.4,2,0.05,1049.08,683.32,Cash,Standard
2025-09-14,ORD-00864,CUST-10074,Small Business,Monitor 27,Electronics,North,Uttar Pradesh,2774.86,4,0.2,1879.76,895.09,Credit Card,Standard
2025-12-09,ORD-00865,CUST-10215,Consumer,Bookshelf,Furniture,West,Rajasthan,4866.79,7,0.0,3594.29,1272.49,Bank Transfer,Express
2025-11-20,ORD-00866,CUST-10324,Corporate,Mouse,Accessories,South,Telangana,3548.09,7,0.0,2435.24,1112.84,Cash,Express
2025-08-17,ORD-00867,CUST-10107,Corporate,Office Chair,Furniture,South,Kerala,2909.43,4,0.0,2139.25,770.18,Credit Card,Express
2025-07-30,ORD-00868,CUST-10213,Small Business,USB Hub,Accessories,South,Karnataka,1030.81,2,0.1,611.3,419.51,Bank Transfer,Express
2025-05-12,ORD-00869,CUST-10321,Small Business,Smartphone X,Electronics,West,Goa,6490.06,6,0.2,5027.01,1463.05,UPI,Standard
2025-02-12,ORD-00870,CUST-10313,Small Business,Bookshelf,Furniture,West,Rajasthan,1062.53,1,0.05,795.88,266.65,Bank Transfer,Express
2025-09-16,ORD-00871,CUST-10003,Consumer,Mouse,Accessories,North,Haryana,815.5,2,0.15,639.59,175.91,Debit Card,Standard
2025-01-01,ORD-00872,CUST-10039,Corporate,Bookshelf,Furniture,West,Rajasthan,4344.61,4,0.05,3259.23,1085.38,UPI,Express
2025-09-12,ORD-00873,CUST-10346,Small Business,Smartphone X,Electronics,South,Tamil Nadu,6805.57,7,0.1,4841.29,1964.29,Bank Transfer,Standard
2025-07-01,ORD-00874,CUST-10324,Corporate,Webcam,Accessories,East,Bihar,1372.53,3,0.0,940.24,432.29,Cash,Express
2025-10-15,ORD-00875,CUST-10113,Corporate,Standing Desk,Furniture,North,Uttar Pradesh,3251.9,4,0.1,2107.01,1144.89,UPI,Standard
2025-12-13,ORD-00876,CUST-10183,Consumer,Standing Desk,Furniture,South,Telangana,3151.11,3,0.1,2300.37,850.74,Cash,Standard
2025-07-21,ORD-00877,CUST-10201,Small Business,Webcam,Accessories,East,Jharkhand,1182.28,4,0.1,694.96,487.32,Cash,Standard
2025-07-29,ORD-00878,CUST-10234,Consumer,Monitor 27,Electronics,East,Jharkhand,1215.35,1,0.05,824.58,390.77,Debit Card,Same Day
2025-06-27,ORD-00879,CUST-10263,Consumer,Tablet Air,Electronics,North,Punjab,6126.7,5,0.15,4799.42,1327.28,Cash,Standard
2025-05-17,ORD-00880,CUST-10131,Small Business,Laptop Pro,Electronics,North,Haryana,4351.78,5,0.2,2665.97,1685.82,Credit Card,Standard
2025-02-02,ORD-00881,CUST-10312,Small Business,Office Chair,Furniture,East,Bihar,3256.0,3,0.05,1949.91,1306.09,Bank Transfer,Standard
2025-01-12,ORD-00882,CUST-10021,Small Business,Smartphone X,Electronics,North,Delhi,1963.21,2,0.1,1522.77,440.44,Bank Transfer,Standard
2025-09-21,ORD-00883,CUST-10012,Corporate,Notebook Pack,Office Supplies,South,Karnataka,1126.19,6,0.15,787.58,338.61,Debit Card,Express
2025-11-30,ORD-00884,CUST-10336,Consumer,Monitor 27,Electronics,East,Odisha,2441.17,2,0.05,2003.09,438.07,Cash,Same Day
2025-01-20,ORD-00885,CUST-10063,Corporate,Ink Cartridge,Office Supplies,West,Maharashtra,234.78,1,0.15,202.19,32.59,Cash,Express
2025-04-30,ORD-00886,CUST-10349,Consumer,Monitor 27,Electronics,East,Jharkhand,723.4,1,0.05,627.27,96.13,Bank Transfer,Express
2025-08-10,ORD-00887,CUST-10101,Small Business,Conference Table,Furniture,East,Odisha,3569.94,7,0.15,2526.37,1043.57,Debit Card,Standard
2025-09-15,ORD-00888,CUST-10128,Corporate,Office Chair,Furniture,West,Goa,2055.87,3,0.0,1355.43,700.44,Cash,Standard
2025-09-26,ORD-00889,CUST-10010,Consumer,Desk Organizer,Office Supplies,West,Gujarat,336.61,1,0.05,256.7,79.92,Debit Card,Standard
2025-09-11,ORD-00890,CUST-10331,Consumer,Office Chair,Furniture,North,Punjab,7302.25,7,0.1,5611.47,1690.78,Bank Transfer,Express
2025-01-31,ORD-00891,CUST-10126,Consumer,Standing Desk,Furniture,East,Jharkhand,1662.36,2,0.1,1274.54,387.82,UPI,Standard
2025-04-03,ORD-00892,CUST-10059,Small Business,Webcam,Accessories,South,Tamil Nadu,786.6,3,0.15,532.16,254.44,Credit Card,Express
2025-06-21,ORD-00893,CUST-10170,Corporate,Desk Organizer,Office Supplies,West,Goa,241.37,1,0.2,144.61,96.76,Cash,Standard
2025-01-24,ORD-00894,CUST-10055,Consumer,Laptop Pro,Electronics,West,Goa,7673.29,5,0.0,4933.93,2739.35,Debit Card,Standard
2025-05-06,ORD-00895,CUST-10277,Consumer,Webcam,Accessories,North,Punjab,2492.92,5,0.05,1561.38,931.54,Debit Card,Standard
2025-05-21,ORD-00896,CUST-10026,Consumer,Office Chair,Furniture,South,Tamil Nadu,4277.55,6,0.05,2639.97,1637.57,Cash,Express
2025-12-24,ORD-00897,CUST-10175,Consumer,Laptop Pro,Electronics,West,Rajasthan,1550.66,2,0.1,1330.29,220.37,Credit Card,Express
2025-04-26,ORD-00898,CUST-10137,Small Business,Conference Table,Furniture,West,Rajasthan,3145.4,3,0.1,1837.4,1308.0,Credit Card,Standard
2025-12-21,ORD-00899,CUST-10014,Corporate,Tablet Air,Electronics,West,Gujarat,9122.91,7,0.15,6938.49,,UPI,Express
2025-09-13,ORD-00900,CUST-10019,Consumer,Monitor 27,Electronics,East,Jharkhand,4064.28,6,0.15,3512.52,551.76,Credit Card,Express
2025-09-10,ORD-00901,CUST-10182,Corporate,Ink Cartridge,Office Supplies,East,Odisha,366.5,1,0.0,252.16,114.34,Debit Card,Standard
2025-10-27,ORD-00902,CUST-10139,Consumer,Monitor 27,Electronics,West,Gujarat,3975.44,5,0.05,2934.39,1041.05,Bank Transfer,Express
2025-11-04,ORD-00903,CUST-10046,Consumer,Mouse,Accessories,West,Goa,1589.02,6,0.1,1253.32,335.7,Credit Card,Standard
2025-03-23,ORD-00904,CUST-10049,Corporate,Mouse,Accessories,East,West Bengal,2005.98,4,0.05,1354.34,651.64,Debit Card,Standard
2025-06-03,ORD-00905,CUST-10282,Consumer,Notebook Pack,Office Supplies,South,Tamil Nadu,1510.67,5,0.0,1092.66,418.01,Credit Card,Standard
2025-07-12,ORD-00906,CUST-10256,Corporate,Desk Organizer,Office Supplies,North,Haryana,261.12,1,0.05,215.45,45.66,Cash,Standard
2025-12-23,ORD-00907,CUST-10213,Small Business,Notebook Pack,Office Supplies,East,Bihar,365.24,1,0.05,293.51,71.73,Debit Card,Standard
2025-01-15,ORD-00908,CUST-10292,Small Business,Mouse,Accessories,West,Maharashtra,555.01,1,0.0,456.51,98.49,UPI,Standard
2025-06-24,ORD-00909,CUST-10025,Consumer,Bookshelf,Furniture,West,Rajasthan,1005.86,2,0.15,881.34,124.52,Bank Transfer,Standard
2025-03-20,ORD-00910,CUST-10241,Corporate,Smartphone X,Electronics,West,Rajasthan,8740.1,7,0.05,6040.27,2699.83,Credit Card,Express
2025-03-17,ORD-00911,CUST-10264,Consumer,Standing Desk,Furniture,North,Punjab,4849.39,5,0.1,3899.53,949.86,Cash,Standard
2025-10-06,ORD-00912,CUST-10071,Corporate,Conference Table,Furniture,South,Karnataka,5004.9,6,0.1,3807.91,1197.0,Credit Card,Standard
2025-03-15,ORD-00913,CUST-10188,Consumer,Monitor 27,Electronics,South,Telangana,4212.26,3,0.15,3285.48,926.77,Cash,Standard
2025-10-17,ORD-00914,CUST-10269,Corporate,Ink Cartridge,Office Supplies,South,Karnataka,2349.72,7,0.0,1884.39,465.33,Bank Transfer,Standard
2025-12-29,ORD-00915,CUST-10212,Consumer,Smartphone X,Electronics,South,Kerala,1686.62,2,0.0,1357.6,329.03,UPI,Express
2025-10-11,ORD-00916,CUST-10088,Small Business,Mouse,Accessories,South,Tamil Nadu,2258.53,7,0.05,1910.09,348.44,Bank Transfer,Express
2025-03-04,ORD-00917,CUST-10233,Small Business,Laptop Pro,Electronics,West,,1432.26,1,0.05,980.81,451.45,Bank Transfer,Standard
2025-02-21,ORD-00918,CUST-10266,Consumer,Tablet Air,Electronics,West,Goa,1581.29,1,0.05,1227.15,354.14,Debit Card,Express
2025-06-09,ORD-00919,CUST-10004,Corporate,Laptop Pro,Electronics,East,Odisha,712.28,1,0.15,473.01,239.26,UPI,Standard
2025-07-21,ORD-00920,CUST-10199,Consumer,Monitor 27,Electronics,North,Uttar Pradesh,4786.88,6,0.05,3630.23,1156.65,Debit Card,Same Day
2025-10-12,ORD-00921,CUST-10177,Corporate,Smartphone X,Electronics,West,Rajasthan,2899.63,2,0.0,2335.23,564.41,Bank Transfer,Standard
